complaint,incident_date,county,incident_zip,complaint_type,complaint_description,recieved_date,incident_status_desc,incident_closed_date
99561,2022-05-11,Montgomery,20910,"Air, Odor",An individual complained to the Governor's Office regarding Georgia Avenue dry cleaners. The complaint was forwarded to the Air Quality Compliance Program.,2022-05-24,Incident Closed-Managed,2022-06-10
99561,2022-05-11,Montgomery,20910,"Air, Odor",An individual complained to the Governor's Office regarding Georgia Avenue dry cleaners. The complaint was forwarded to the Air Quality Compliance Program.,2022-05-24,Incident Closed-Managed,2022-06-10
99561,2022-05-11,Montgomery,20910,"Air, Odor",An individual complained to the Governor's Office regarding Georgia Avenue dry cleaners. The complaint was forwarded to the Air Quality Compliance Program.,2022-05-24,Incident Closed-Managed,2022-06-10
99561,2022-05-11,Montgomery,20910,"Air, Odor",An individual complained to the Governor's Office regarding Georgia Avenue dry cleaners. The complaint was forwarded to the Air Quality Compliance Program.,2022-05-24,Incident Closed-Managed,2022-06-10
99560,2022-06-03,Baltimore City,,Fugitive Dust/Particulate Matter,There is a demolition occurring in the area creating dust.,2022-06-03,Incident Closed-Managed,2022-06-09
99559,2022-06-02,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-06-02,Incident Closed-Managed,2022-06-09
99558,2022-05-26,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-05-26,Incident Closed-Managed,2022-06-09
99557,2022-05-25,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-05-25,Incident Closed-Managed,2022-06-09
99551,2022-06-06,Not Yet Determined,,Other,Concerns of Freon in the area,2022-06-06,Incident Closed-Managed,2022-06-08
99550,2022-06-06,Montgomery,20837,"Fumes, Open Burning, Smoke",Playground fire occurred at a playground with recycled tire mulch. Concerned with toxins associated with the recycled tires.,2022-06-06,Referred to Outside Agency,
99542,2022-06-06,Anne Arundel,21035,Air,Smoke from neighbor clearing and burning trees & brush from his 3 acre land.,2022-06-06,Incident Closed-Managed,2022-06-09
99538,2022-06-03,Anne Arundel,21144,Air,Feces odor coming from a homeowner's yard at 1215 Thompson Avenue.  Property has goats and chickens.  Residential area with nearby/close homes.,2022-06-06,Referred to Outside Agency,
99537,2022-06-03,Washington,21750,Open Burning,Open Burning,2022-06-03,Referred to Outside Agency,
99528,2022-06-02,Baltimore,,Fugitive Dust/Particulate Matter,Dust from paving,2022-06-02,Incident Closed-No Violation Observed,2023-06-23
99525,2022-06-01,Anne Arundel,21060,Air,Odor at the back of her house and near Marley Creek.,2022-06-01,Incident Closed-Managed,2022-06-02
99524,2022-05-26,Anne Arundel,21144,Air,Odor from mosquito and bug spray company spraying at next door neighbor's yard.,2022-06-01,Incident Closed-No Violation Observed,2022-05-26
99521,2022-05-31,Allegany,21502,Other,Bat in my Attic,2022-05-31,Incident Closed - No further action,2022-06-01
99516,2022-05-30,Wicomico,21804,Open Burning,Open burning in fire pit too close to complainant's house.,2022-05-31,Incident Closed-No Violation Observed,2022-06-01
99514,2022-05-24,Caroline,21660,Odor,Odors from composting facility,2022-05-24,Referred to LMA,
99513,2022-05-23,Not Yet Determined,,Odor,Odor inside complainant's home.,2022-05-23,Incident Not Applicable to MDE,
99512,2022-05-23,Worcester,21811,Open Burning,Open burning of recreational fire creating nuisance.,2022-05-23,Referred to Outside Agency,
99511,2022-05-20,Somerset,21821,Open Burning,"Burning of refrigerator, HVAC equipment and oils and plastic.",2022-05-20,Incident Closed-No Violation Observed,2022-05-23
99509,2022-02-09,Montgomery,20877,"Fumes, Odor",Gaithersburg High School has vehicle paint booth that emits odor throughout building.,2022-05-27,Referred to Outside Agency,
99508,2022-05-20,Montgomery,20904,Open Burning,Smoke from burning yard waste at neighbor's property,2022-05-24,Referred to Outside Agency,
99507,2022-05-19,Cecil,21903,Fugitive Dust/Particulate Matter,Concerns regarding activities at Owens Landing Marina including dust.,2022-05-19,Referred to WMA,
99506,2022-05-12,Baltimore City,,Fugitive Dust/Particulate Matter,Contractor is grit basting bridge without containment.,2022-05-12,Incident Closed-Managed,2022-06-09
99505,2022-05-20,Baltimore City,,Odor,There is a chemical odor coming from her pantry and does not want to turn on oven.,2022-05-20,Incident Closed - No further action,2022-05-27
99504,2022-05-20,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-05-20,Incident Closed-Managed,2022-05-27
99503,2022-05-19,Baltimore City,,Air,"BGE gas line has a leak for 15 years, they are aware of the leak and have not repaired the line.",2022-05-19,Incident Closed - No further action,2022-05-27
99499,2022-05-19,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-05-19,Incident Closed-Managed,2022-05-25
99498,2022-05-18,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-05-18,Incident Closed-Managed,2022-05-25
99497,2022-05-17,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-05-17,Incident Closed-Managed,2022-05-25
99496,2022-05-16,Baltimore City,,Air,She wanted information if air is heavily polluted in Baltimore City.,2022-05-16,Incident Closed - No further action,2022-05-27
99495,2022-05-15,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-05-15,Incident Closed-Managed,2022-05-25
99494,2022-05-14,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-05-14,Incident Closed-Managed,2022-05-25
99493,2022-05-12,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-05-12,Incident Closed-Managed,2022-05-25
99491,2022-05-22,Prince George's,,Other,concern of sediments in Bladensburg water front,2022-05-24,Incident Closed-Managed,2022-05-24
99483,2022-05-20,Baltimore,,Other,Mold in complainant's apartment.,2022-05-20,Incident Not Applicable to MDE,
99481,2022-05-18,Prince George's,,Other,smell in apartment unit,2022-05-18,Incident Closed-Managed,2022-05-20
89463,2022-05-06,Dorchester,21835,Odor,Odor Complaint,2022-05-06,Incident Closed - No further action,2022-05-06
89462,2022-05-11,Caroline,21660,Odor,Odor,2022-05-11,Referred to LMA,
89459,2022-05-11,Harford,,Smoke,Neighbor is burning bamboo,2022-05-11,Incident Closed-Managed,2022-05-19
89456,,Harford,,Smoke,Neighbor is burning bamboo,2022-05-11,Incident Closed - No further action,2022-05-12
89445,2022-05-09,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-05-09,Incident Closed-Managed,2022-05-10
89444,2022-05-04,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-05-04,Incident Closed-Managed,2022-05-10
89443,2022-05-01,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-05-01,Incident Closed-Managed,2022-05-10
89436,2022-03-30,Dorchester,21835,Odor,Odor Complaint,2022-03-30,Incident Closed - No further action,2022-03-30
89435,2022-02-24,Dorchester,21835,Odor,Odor Complaint,2022-02-25,Incident Closed - No further action,2022-02-24
89433,2022-05-04,Anne Arundel,,Air,Firepit in front parking lot at her townhouse neighborhood.,2022-05-06,Incident Closed-No Violation Observed,2022-05-06
89432,2022-05-04,Baltimore,,Odor,Odor in home,2022-05-04,Incident Not Applicable to MDE,
89430,2022-05-03,Howard,,Other,concerns of neighbor burning log of woods,2022-05-03,Referred to Outside Agency,
89416,2022-04-29,Caroline,21632,Open Burning,Piles of old furniture believed  going to be open burned by furniture store.,2022-04-29,Incident Closed-No Violation Observed,2022-05-03
89413,2022-04-29,Montgomery,20816,Fugitive Dust/Particulate Matter,Demolition occurring next-door to American Plant Nursery is causing severe dust issues.,2022-04-29,Referred to Outside Agency,
89412,2022-04-22,Somerset,21817,Smoke,Smoke from open burning,2022-05-03,Under Investigation,
89408,2022-05-01,Prince George's,,Other,Concern of Loud noise in the area,2022-05-01,Referred to Outside Agency,
89407,2022-04-29,Prince George's,,Other,concerns of smell in her surroundings,2022-04-29,Referred to Outside Agency,
89406,2022-04-29,Prince George's,,Other,concerns of smell in her surroundings,2022-04-29,Referred to Outside Agency,
89404,2022-04-28,Prince George's,,Other,concerns of smell in her surroundings,2022-04-28,Referred to Outside Agency,
89402,2022-04-26,Harford,,Odor,Odor,2022-04-27,Incident Closed-Managed,2022-04-29
89401,2022-04-28,Anne Arundel,21076,Air,Odor inside apartment.,2022-04-29,Incident Not Applicable to MDE,
89400,2022-04-28,Anne Arundel,21122,Air,Odor from septic tank.,2022-04-29,Incident Closed-No Violation Observed,2022-04-29
89399,2022-04-28,Anne Arundel,,Air,Smoke from open burning.,2022-04-29,Incident Closed-Managed,2022-04-29
89397,2022-04-24,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-04-24,Incident Closed-Managed,2022-04-28
89396,2022-04-22,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-04-22,Incident Closed-Managed,2022-04-28
89395,2022-04-20,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-04-20,Incident Closed-Managed,2022-04-28
89392,2022-04-26,St. Mary's,,Other,Citizen had questions re burning yard debris from storm,2022-04-26,Incident Closed - No further action,2022-04-27
89388,2022-04-22,Anne Arundel,,Air,Toxic fumes/odor from the basement in his house.,2022-04-27,Incident Not Applicable to MDE,
89387,2022-04-22,Howard,20794,Other,dust on car in the area from the Quarry,2022-04-22,Under Investigation,
79382,2022-04-20,Anne Arundel,,Air,Automotive spray painting fumes occurring in residential neighborhood.,2022-04-21,Incident Closed-Managed,2022-04-21
79380,2022-04-19,Anne Arundel,,Air,Indoor air issue.,2022-04-21,Incident Not Applicable to MDE,
79379,2022-04-18,Allegany,21502,Odor,Indoor Air,2022-04-18,Incident Closed - No further action,2022-04-21
79378,2022-04-15,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-04-15,Incident Closed-Managed,2022-04-20
79377,2022-04-14,Calvert,,Fugitive Dust/Particulate Matter,Neighbor farm is spreading lime on the field creating visible emissions.,2022-04-14,Incident Closed-Managed,2022-04-20
79376,2022-04-13,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-04-13,Incident Closed-Managed,2022-04-20
79375,2022-04-12,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-04-12,Incident Closed-Managed,2022-04-20
79374,2022-04-11,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-04-11,Incident Closed-Managed,2022-04-20
79373,2022-04-06,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-04-06,Incident Closed-Managed,2022-04-20
79371,2022-04-05,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-04-05,Incident Closed-Managed,2022-04-20
79370,2022-04-04,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-04-04,Incident Closed-Managed,2022-04-20
79369,2022-04-01,Baltimore City,,ARA AQCP non-regulated entity,She has furniture with mold.,2022-04-01,Incident Closed - No further action,2022-04-20
79368,2022-04-01,Baltimore City,,Noise Complaint,"He is hearing a humming noise, wants someone to inspect the area.",2022-04-01,Incident Closed - No further action,2022-04-20
79364,2022-04-14,Anne Arundel,,Air,Smoke from open burning of leaves.,2022-04-19,Incident Closed - No further action,2022-04-19
79363,2022-04-14,Anne Arundel,,Air,"Smoke from open burning of yard waste debris, tree branches, leaves.",2022-04-19,Incident Closed - No further action,2022-04-19
79362,2022-04-14,Anne Arundel,21061,Air,"Smoke from open burning of trash, boxes, plastic & cans.",2022-04-19,Incident Closed - No further action,2022-04-29
79361,2022-04-12,Frederick,,Air,Dust or opacity observed from direction of facilities and covering over the RT. 70 highway in Frederick.,2022-04-19,Incident Closed-Managed,2022-04-19
79360,2022-04-12,Frederick,,Air,Sandblasting dust at the Grables Paint Shop.,2022-04-19,Referred to Attorney General's Office,
79359,2022-04-11,Anne Arundel,,Air,Indoor air quality/odor inside the Heritage Harbor Recreation Center.,2022-04-19,Incident Not Applicable to MDE,
79358,2022-04-11,Frederick,,Air,Dust or opacity cloud observed from the direction of facilities and over RT. 70 highway.,2022-04-19,Incident Closed - No further action,2022-04-19
79355,2022-04-13,Harford,,Noise Complaint,Noise,2022-04-13,Incident Not Applicable to MDE,
79343,2022-04-14,Prince George's,20707,Other,Spray painting in neighbor's shed,2022-04-14,Under Investigation,
79337,2022-04-07,Prince George's,,Other,facility painting without paint booth,2022-04-07,Incident Closed-Managed,2022-06-08
79336,2022-04-07,Prince George's,,Other,painting without paint booth,2022-04-07,Incident Closed-Managed,2022-08-19
79334,2022-04-07,Prince George's,,Other,painting without a paint booth,2022-04-07,Incident Closed-Managed,2022-06-08
79333,2022-04-01,Carroll,21102,"Air, Fumes, Odor",Town of Manchester referral. Inquiring about requirements of hemp pharmacy manufacturing.,2022-04-01,Incident Closed-Managed,2022-04-15
79324,,Baltimore,21128,Odor,Odor coming from Honeygo Reclamation Center,2022-04-11,Incident Closed-No Violation Observed,2022-04-14
79322,2022-04-05,Allegany,,Other,Work w/o Permits or Approval,2022-04-05,Referred to WMA,
79311,2022-04-01,Carroll,21074,"Agricultural, Air",Concerns regarding neighbor spraying herbicides.,2022-04-01,Referred to Outside Agency,
79310,,Baltimore,,Other,Unknown,2022-04-04,Incident Closed - No further action,2022-04-14
79309,2022-03-30,Washington,,Smoke,Outdoor Wood Burner,2022-03-30,Incident Closed - No further action,2022-04-05
79308,,Washington,21742,Open Burning,Open Burning,2022-03-27,Incident Closed-Managed,2022-06-21
79297,2022-04-01,Anne Arundel,,Air,Noise in between walls inside his house.,2022-04-04,Incident Closed - No further action,2022-04-04
79296,2022-04-01,Anne Arundel,,Air,Mold,2022-04-04,Incident Not Applicable to MDE,
79288,,Harford,21085,Fugitive Dust/Particulate Matter,Fugitive dust,2022-03-25,Incident Closed-No Violation Observed,2022-04-06
79284,2022-03-30,Prince George's,,Other,Concern of exhaust pipe near window,2022-03-30,Incident Closed-Managed,2022-03-30
79265,,Baltimore,,Air,Question re air quality,2022-03-24,Incident Closed-Managed,2022-03-28
79264,2022-03-25,Baltimore,,Fumes,Neighboring farmer is burning plastics from his field.,2022-03-25,Referred to Outside Agency,
79260,2022-03-23,Charles,20601,Air,Smoke from chimney stack at the warehouse.  Dumpsters outside.  Concern of types of materials being burned.,2022-03-25,Referred to LMA,
79259,2022-03-23,Anne Arundel,,Air,Smoke from firepit open burning.,2022-03-25,Incident Closed - No further action,2022-04-06
79254,2022-03-18,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-03-18,Incident Closed-Managed,2022-03-24
